memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
512,warm,False,1820,0.043523,72703,3410,42.0
512,warm,False,1909,0.03672,65155,3620,42.0
512,warm,False,1788,0.036211,65153,3210,42.0
512,warm,False,1750,0.035666,65286,3200,42.0
512,warm,False,1692,0.036455,63156,3470,42.0
512,warm,False,1818,0.045603,73632,3110,42.0
512,warm,False,1649,0.038782,67539,2950,41.0
512,warm,False,1737,0.038373,60125,3110,42.0
512,warm,False,1525,0.037955,60217,2800,42.0
512,warm,False,1729,0.038947,75631,2970,42.0
512,warm,False,1773,0.038082,59312,3070,41.0
512,warm,False,1810,0.036799,67513,3080,42.0
512,warm,False,1802,0.036051,65778,3300,41.0
512,warm,False,1888,0.03756,65444,3290,42.0
512,warm,False,2415,0.044732,73041,9000,42.0
512,warm,False,1834,0.03693,58383,3160,42.0
512,warm,False,1573,0.039892,67334,2940,42.0
512,warm,False,1596,0.039863,67974,2610,42.0
512,warm,False,10001,0.045543,83525,11500,42.0
512,warm,False,1752,0.038502,75465,3010,42.0
512,warm,False,1836,0.038993,59139,3370,42.0
512,warm,False,1779,0.039535,68284,3120,42.0
512,warm,False,1639,0.045834,83291,12060,42.0
512,warm,False,1445,0.045708,75394,2540,42.0
512,warm,False,1701,0.038837,76971,2790,42.0
512,warm,False,1951,0.038367,67850,3450,41.0
512,warm,False,2464,0.043546,72682,4080,42.0
512,warm,False,1795,0.040325,66961,3220,42.0
512,warm,False,1638,0.043643,72517,2880,42.0
512,warm,False,1719,0.036519,82927,2880,42.0
512,warm,False,1781,0.035843,65074,3240,42.0
512,warm,False,1545,0.034951,74207,6900,41.0
512,warm,False,1480,0.037812,67580,2710,42.0
512,warm,False,1567,0.040933,77791,2750,42.0
512,warm,False,1485,0.039419,67521,2670,41.0
512,warm,False,1846,0.041194,67796,3230,42.0
512,warm,False,1795,0.039025,75070,3200,42.0
512,warm,False,1853,0.045451,72986,3210,42.0
512,warm,False,1768,0.04485,72622,3380,42.0
512,warm,False,1760,0.03622,67158,3040,42.0
512,warm,False,1826,0.037224,59853,3360,42.0
512,warm,False,1520,0.035065,73706,2770,41.0
512,warm,False,1627,0.045004,65312,2980,41.0
512,warm,False,1762,0.039004,67338,3210,42.0
512,warm,False,1841,0.044941,73587,4090,42.0
512,warm,False,1811,0.045026,73965,3240,42.0
512,warm,False,1770,0.037876,67301,3080,42.0
512,warm,False,1529,0.039932,60267,2820,41.0
512,warm,False,1474,0.038502,77747,2710,42.0
512,warm,False,1800,0.036686,66984,3100,42.0
512,cold,True,207326,0.029095,451858,221310,41.0
512,cold,True,213012,0.030048,480393,228770,41.0
512,cold,True,223464,0.034805,478457,238840,41.0
512,cold,True,217192,0.032849,462603,233160,41.0
512,cold,True,222616,0.025365,484828,240670,41.0
512,cold,True,215701,0.036981,451603,232410,41.0
512,cold,True,219563,0.033908,464981,235020,42.0
512,cold,True,216003,0.026569,429349,218150,41.0
512,cold,True,226814,0.030183,469757,229110,42.0
