memory,type,is_cold,exec_time,connection_time,client_time,provider_time,mem_used
128,cold,True,905915,0.026415,1368249,964180,45.0
128,cold,True,1091338,0.034958,1376195,1130430,45.0
128,cold,True,1052204,0.051318,1374777,1111100,45.0
128,cold,True,1102928,0.039911,1458621,1161430,45.0
128,cold,True,1053572,0.033716,1368887,1111350,45.0
128,cold,True,1111758,0.034135,1424320,1170970,45.0
128,cold,True,1031651,0.044051,1358249,1070920,45.0
128,cold,True,1113534,0.026997,1392016,1152570,45.0
128,cold,True,909661,0.031747,1262477,967930,45.0
128,cold,True,1050108,0.01886,1368904,1089080,45.0
128,cold,True,1103847,0.01924,1379823,1161730,45.0
128,cold,True,1037395,0.057208,1357086,1095580,45.0
128,cold,True,1066149,0.027476,1371804,1124420,45.0
128,cold,True,1087789,0.041885,1456417,1109600,45.0
128,cold,True,1099579,0.027453,1369501,1158250,45.0
128,cold,True,1044005,0.026979,1318044,1101690,45.0
128,cold,True,1136063,0.02624,1398698,1194100,45.0
128,cold,True,1118615,0.025973,1398546,1176680,45.0
128,cold,True,1087966,0.040853,1457973,1147170,45.0
128,cold,True,1074753,0.02305,1368297,1113790,45.0
128,cold,True,1096681,0.041116,1360832,1154890,45.0
128,cold,True,1081485,0.03188,1368911,1140380,45.0
128,cold,True,1002262,0.035126,1311943,1060400,45.0
128,cold,True,1067668,0.026673,1370059,1126080,45.0
128,cold,True,1097991,0.020731,1370690,1156270,45.0
128,cold,True,1079743,0.050044,1402838,1137690,45.0
128,cold,True,1099299,0.036416,1423249,1157020,45.0
128,cold,True,1047540,0.026054,1370684,1086640,45.0
128,cold,True,1096622,0.035513,1417210,1154610,45.0
128,cold,True,1129206,0.039308,1458765,1150590,45.0
128,cold,True,1080600,0.034294,1345304,1119380,45.0
128,cold,True,1091006,0.025512,1368064,1130350,45.0
128,cold,True,1022631,0.038652,1358658,1080650,45.0
128,cold,True,1069219,0.030491,1457735,1108490,45.0
128,cold,True,976669,0.04382,1357468,1035410,45.0
128,cold,True,1064176,0.026612,1457311,1122020,45.0
128,cold,True,1035866,0.039171,1455865,1094860,45.0
128,cold,True,1097568,0.031053,1370058,1119380,45.0
128,cold,True,1091976,0.033381,1367830,1131020,45.0
128,cold,True,1024252,0.038599,1368990,1082180,45.0
128,cold,True,1120618,0.032554,1389910,1178430,45.0
128,cold,True,1139820,0.031537,1392497,1198090,45.0
128,cold,True,1132734,0.03121,1457924,1154070,45.0
128,cold,True,1004112,0.02747,1456462,1043510,45.0
128,cold,True,1058022,0.033727,1336614,1096870,45.0
128,cold,True,1077476,0.055126,1405634,1116600,45.0
128,cold,True,995045,0.039795,1356824,1016620,45.0
128,cold,True,1130711,0.027968,1457150,1189020,45.0
128,cold,True,1114540,0.03687,1375434,1155110,45.0
128,cold,True,1139975,0.031023,1410821,1178970,45.0
2048,cold,True,72497,0.029809,317140,74540,45.0
2048,cold,True,73043,0.040303,339006,75230,45.0
2048,cold,True,71078,0.017414,316747,73080,45.0
2048,cold,True,71764,0.033075,346334,73890,45.0
2048,cold,True,69207,0.024458,313560,75450,45.0
2048,cold,True,71974,0.044868,309466,73880,45.0
2048,cold,True,73173,0.033451,305374,75320,45.0
2048,cold,True,71024,0.034893,335586,73410,45.0
2048,cold,True,71778,0.039337,328151,73780,45.0
2048,cold,True,63505,0.032579,335387,65349,45.0
2048,cold,True,64089,0.025419,346398,66030,45.0
2048,cold,True,73300,0.040528,317212,75620,45.0
2048,cold,True,71142,0.036456,312324,73490,45.0
2048,cold,True,75011,0.030339,314580,83090,45.0
2048,cold,True,71919,0.048026,347665,74230,45.0
2048,cold,True,72095,0.033959,302555,74130,45.0
2048,cold,True,65734,0.044238,302436,72900,45.0
2048,cold,True,69707,0.028942,274625,71630,45.0
2048,cold,True,64390,0.036959,317841,66530,45.0
2048,cold,True,62146,0.028952,336611,63960,45.0
2048,cold,True,63541,0.029209,254920,65170,45.0
2048,cold,True,70625,0.027982,346610,72650,45.0
2048,cold,True,68430,0.040377,338624,70580,45.0
2048,cold,True,70778,0.03549,336997,72870,45.0
2048,cold,True,70824,0.039596,310762,72980,45.0
2048,cold,True,67806,0.036942,349028,74440,45.0
2048,cold,True,70788,0.043106,337017,72910,45.0
2048,cold,True,70286,0.036879,347645,72420,45.0
2048,cold,True,76843,0.03671,317497,79170,45.0
2048,cold,True,69889,0.034144,345212,72140,45.0
2048,cold,True,73876,0.02733,299599,76180,45.0
2048,cold,True,70990,0.03678,345528,73060,45.0
2048,cold,True,74158,0.036447,338106,76380,45.0
2048,cold,True,65916,0.039779,279691,67640,45.0
2048,cold,True,60683,0.027944,267603,62650,45.0
2048,cold,True,74075,0.029851,302859,76240,45.0
2048,cold,True,70535,0.036553,315569,72760,45.0
2048,cold,True,67532,0.040653,338063,69790,45.0
2048,cold,True,72289,0.02574,349885,74360,45.0
2048,cold,True,71986,0.030768,316688,74240,45.0
2048,cold,True,70846,0.040478,324819,72800,45.0
2048,cold,True,59849,0.029907,336748,61590,45.0
2048,cold,True,64207,0.030795,272568,66170,45.0
2048,cold,True,73978,0.045207,325621,75980,45.0
2048,cold,True,75932,0.033624,317815,78180,45.0
2048,cold,True,66702,0.025638,270970,68320,45.0
2048,cold,True,74747,0.028263,316526,76960,45.0
2048,cold,True,73111,0.027535,301364,75260,45.0
2048,cold,True,62052,0.036593,347704,64300,45.0
2048,cold,True,73987,0.036603,346514,76060,45.0
512,warm,False,1398,0.021268,45116,2630,45.0
512,warm,False,1205,0.031386,70699,4610,45.0
512,warm,False,1564,0.026266,48014,3270,45.0
512,warm,False,1324,0.026173,66460,2560,45.0
512,warm,False,1369,0.021034,44844,2600,45.0
512,warm,False,1497,0.033244,57797,2810,45.0
512,warm,False,1455,0.036284,60589,2700,45.0
512,warm,False,1577,0.040124,62968,2960,45.0
512,warm,False,1526,0.031286,58640,3040,45.0
512,warm,False,1407,0.039821,63029,2730,45.0
512,warm,False,1555,0.032046,53095,2880,45.0
512,warm,False,1522,0.033875,57756,3620,45.0
512,warm,False,1496,0.035931,61128,2890,45.0
512,warm,False,1532,0.047799,72826,2770,45.0
512,warm,False,1437,0.039279,61199,5650,45.0
512,warm,False,1371,0.042915,63467,3070,45.0
512,warm,False,1422,0.03947,63636,2760,45.0
512,warm,False,1376,0.03123,72273,10700,45.0
512,warm,False,1508,0.031275,56366,2890,45.0
512,warm,False,1539,0.030198,57010,2940,45.0
512,warm,False,1333,0.027375,57951,2550,45.0
512,warm,False,1600,0.03764,60147,3130,45.0
512,warm,False,1594,0.028279,48484,3330,45.0
512,warm,False,1554,0.03189,56928,2900,45.0
512,warm,False,1480,0.025612,50531,2810,45.0
512,warm,False,1371,0.034938,78770,2710,45.0
512,warm,False,1301,0.032761,50489,2590,45.0
512,warm,False,1609,0.052073,77029,2940,45.0
512,warm,False,1334,0.048335,73049,2460,45.0
512,warm,False,1525,0.026013,48606,2880,45.0
512,warm,False,1622,0.025578,48966,2990,45.0
512,warm,False,1290,0.034903,59987,2450,45.0
512,warm,False,1401,0.034076,61359,8580,45.0
512,warm,False,1595,0.024693,48381,2940,45.0
512,warm,False,1491,0.027093,46603,2840,45.0
512,warm,False,1338,0.041901,61883,2680,45.0
512,warm,False,1314,0.043511,64825,2580,45.0
512,warm,False,1579,0.021401,40295,3000,45.0
512,warm,False,1397,0.024335,44969,2670,45.0
512,warm,False,1534,0.030566,51085,3030,45.0
512,warm,False,1462,0.038826,70930,8700,45.0
512,warm,False,1550,0.032161,49996,3000,45.0
512,warm,False,1439,0.03621,55817,2560,45.0
512,warm,False,1514,0.035267,57302,2740,45.0
512,warm,False,1419,0.048498,71970,9010,45.0
512,warm,False,1312,0.033324,53104,9000,45.0
512,warm,False,1476,0.039999,61754,3000,45.0
512,warm,False,1532,0.053787,74757,2940,45.0
512,warm,False,1584,0.033634,54460,3840,45.0
512,warm,False,1563,0.040527,64395,3320,45.0
1024,cold,True,101765,0.039818,341791,104040,45.0
1024,cold,True,111389,0.037892,359577,123110,45.0
1024,cold,True,105582,0.027299,350109,107820,45.0
1024,cold,True,109492,0.051615,381013,111580,45.0
1024,cold,True,107023,0.040396,361481,109240,45.0
1024,cold,True,98436,0.052138,360085,108930,45.0
1024,cold,True,101280,0.041715,347663,103250,45.0
1024,cold,True,114151,0.042254,389554,124830,45.0
1024,cold,True,121029,0.040423,398864,123410,45.0
1024,cold,True,110473,0.034997,373853,112450,45.0
1024,cold,True,104992,0.0452,346082,115030,45.0
1024,cold,True,96662,0.027515,346170,98530,45.0
1024,cold,True,117722,0.03303,353579,120010,45.0
1024,cold,True,104128,0.035729,421088,116160,45.0
1024,cold,True,112894,0.041156,398741,115170,45.0
1024,cold,True,103200,0.027016,329222,113250,45.0
1024,cold,True,117608,0.035637,361802,119610,45.0
1024,cold,True,99272,0.038508,421028,101350,45.0
1024,cold,True,97643,0.02931,323097,108780,45.0
1024,cold,True,106364,0.035933,360866,108380,45.0
1024,cold,True,100736,0.031801,419850,102740,45.0
1024,cold,True,109494,0.035701,422659,111700,45.0
1024,cold,True,124044,0.033633,400976,126180,45.0
1024,cold,True,102970,0.040715,401589,104940,45.0
1024,cold,True,114654,0.022273,423429,117040,45.0
1024,cold,True,117228,0.043356,431673,120070,45.0
1024,cold,True,95701,0.027368,399650,111440,45.0
1024,cold,True,106076,0.047596,367989,117800,45.0
1024,cold,True,120090,0.021443,421648,122370,45.0
1024,cold,True,111280,0.035918,371388,113500,45.0
1024,cold,True,112581,0.035131,356820,114530,45.0
1024,cold,True,108621,0.02669,399362,110790,45.0
1024,cold,True,113209,0.027026,423045,124920,45.0
1024,cold,True,106225,0.027176,421007,119040,45.0
1024,cold,True,120267,0.042908,401636,122550,45.0
1024,cold,True,110203,0.048714,360270,112500,45.0
1024,cold,True,114018,0.02664,323024,116090,45.0
1024,cold,True,107794,0.028353,348203,109470,45.0
1024,cold,True,114873,0.034898,400214,117210,45.0
1024,cold,True,116711,0.021591,420486,118670,45.0
1024,cold,True,101179,0.028369,398426,103080,45.0
1024,cold,True,97105,0.035992,400253,108080,45.0
1024,cold,True,108212,0.039782,349565,118530,45.0
1024,cold,True,111202,0.045029,353274,113180,45.0
1024,cold,True,107524,0.04907,363196,109720,45.0
1024,cold,True,102728,0.03976,422096,113570,45.0
1024,cold,True,109079,0.042524,358681,112620,45.0
1024,cold,True,110798,0.052799,360393,125190,45.0
1024,cold,True,102257,0.026038,347127,104440,45.0
1024,cold,True,104254,0.0313,321228,106020,45.0
2048,warm,False,1449,0.034804,55455,2660,45.0
2048,warm,False,1463,0.035291,56775,2540,45.0
2048,warm,False,1434,0.029766,53815,2850,45.0
2048,warm,False,1586,0.028508,51993,3040,45.0
2048,warm,False,1356,0.03209,55722,2520,45.0
2048,warm,False,1429,0.038016,57749,2590,45.0
2048,warm,False,1588,0.026235,47349,4050,45.0
2048,warm,False,1522,0.028125,52084,2810,45.0
2048,warm,False,1608,0.027358,47530,3240,45.0
2048,warm,False,1437,0.034458,57758,2620,45.0
2048,warm,False,1279,0.03854,63005,2360,45.0
2048,warm,False,1419,0.048443,68157,2790,45.0
2048,warm,False,1516,0.0311,52951,3000,45.0
2048,warm,False,1460,0.036693,56946,3600,45.0
2048,warm,False,1360,0.03184,55034,3390,45.0
2048,warm,False,1557,0.031208,51008,3220,45.0
2048,warm,False,1597,0.040762,64328,3040,45.0
2048,warm,False,1360,0.031884,51607,2620,45.0
2048,warm,False,1480,0.024835,46150,2800,45.0
2048,warm,False,1546,0.035895,58592,2960,45.0
2048,warm,False,1359,0.038901,59103,2630,45.0
2048,warm,False,1482,0.026704,46586,3130,45.0
2048,warm,False,1543,0.027844,47651,2840,45.0
2048,warm,False,1389,0.038068,56259,2450,45.0
2048,warm,False,1629,0.028617,58671,3330,45.0
2048,warm,False,1574,0.034943,57921,3080,45.0
2048,warm,False,1477,0.044213,68704,2720,45.0
2048,warm,False,1501,0.028548,52631,2910,45.0
2048,warm,False,1544,0.032199,56021,2960,45.0
2048,warm,False,1493,0.032301,52863,2950,45.0
2048,warm,False,1287,0.048568,70067,2430,45.0
2048,warm,False,1548,0.046224,66545,2760,45.0
2048,warm,False,1506,0.028498,48282,2960,45.0
2048,warm,False,1420,0.029361,66320,2630,45.0
2048,warm,False,1612,0.027864,51514,2970,45.0
2048,warm,False,1455,0.029793,54155,2980,45.0
2048,warm,False,1432,0.024069,42451,2680,45.0
2048,warm,False,1565,0.042166,65030,2790,45.0
2048,warm,False,1586,0.0321,54902,3050,45.0
2048,warm,False,1522,0.028593,50638,2910,45.0
2048,warm,False,1474,0.044077,65270,2650,45.0
2048,warm,False,1384,0.029948,49885,2370,45.0
2048,warm,False,1471,0.029829,53923,2780,45.0
2048,warm,False,1459,0.03704,57963,2750,45.0
2048,warm,False,1417,0.047857,79540,2710,45.0
2048,warm,False,1435,0.032182,52170,2600,45.0
2048,warm,False,1512,0.043203,63915,2820,45.0
2048,warm,False,1423,0.036464,57362,2590,45.0
2048,warm,False,1332,0.031127,50684,2560,45.0
2048,warm,False,1459,0.028178,49193,2820,45.0
128,warm,False,1521,0.032058,65859,17080,45.0
128,warm,False,1542,0.031094,53078,22070,45.0
128,warm,False,1557,0.029254,53665,3180,45.0
128,warm,False,1630,0.033212,53189,11240,45.0
128,warm,False,1572,0.029997,74480,31710,45.0
128,warm,False,17723,0.033739,87443,37220,45.0
128,warm,False,1435,0.033049,59135,2750,45.0
128,warm,False,1556,0.03333,66914,13140,45.0
128,warm,False,32327,0.034245,107848,52400,45.0
128,warm,False,1565,0.035492,73224,13170,45.0
128,warm,False,1397,0.030695,49019,4850,45.0
128,warm,False,1578,0.032949,74637,19700,45.0
128,warm,False,9512,0.02733,59118,49760,45.0
128,warm,False,5619,0.033752,56442,7080,45.0
128,warm,False,29425,0.039617,97871,30880,45.0
128,warm,False,1460,0.031707,60713,12380,45.0
128,warm,False,1517,0.031816,64301,13090,45.0
128,warm,False,1517,0.033497,71193,21040,45.0
128,warm,False,1500,0.031225,67558,35690,45.0
128,warm,False,1478,0.033171,71272,13090,45.0
128,warm,False,13728,0.034486,86128,33750,45.0
128,warm,False,1549,0.02639,71568,3130,45.0
128,warm,False,1492,0.034526,55233,17830,45.0
128,warm,False,1503,0.033411,60593,27120,45.0
128,warm,False,1410,0.032972,71794,13090,45.0
128,warm,False,1651,0.032445,55673,16710,45.0
128,warm,False,1549,0.025944,44448,15100,45.0
128,warm,False,13703,0.036319,84080,15300,45.0
128,warm,False,1414,0.028871,74266,8119,45.0
128,warm,False,1407,0.028349,81032,14910,45.0
128,warm,False,1562,0.031405,52441,9330,45.0
128,warm,False,1563,0.027118,47799,32970,45.0
128,warm,False,1588,0.03514,65992,12130,45.0
128,warm,False,1514,0.034223,54673,10100,45.0
128,warm,False,1518,0.033485,62625,9100,45.0
128,warm,False,1570,0.035473,66839,15220,45.0
128,warm,False,14270,0.034102,67380,33750,45.0
128,warm,False,1467,0.028075,47290,8700,45.0
128,warm,False,1564,0.028656,83316,13300,45.0
128,warm,False,1446,0.025377,61445,15750,45.0
128,warm,False,9702,0.030081,62646,11260,45.0
128,warm,False,1548,0.030486,50848,21700,45.0
128,warm,False,13641,0.031855,80970,15190,45.0
128,warm,False,1463,0.03281,54557,11210,45.0
128,warm,False,1504,0.026111,46511,19320,45.0
128,warm,False,1536,0.025421,49110,8180,45.0
128,warm,False,1570,0.026109,53313,8640,45.0
128,warm,False,1412,0.031262,52479,23390,45.0
128,warm,False,1479,0.035517,73205,3820,45.0
128,warm,False,1541,0.026461,74382,28860,45.0
1024,warm,False,1462,0.033423,57662,3460,45.0
1024,warm,False,1618,0.027248,51204,3200,45.0
1024,warm,False,1460,0.035727,53789,2840,45.0
1024,warm,False,1511,0.04063,67461,2790,45.0
1024,warm,False,1512,0.036113,65589,2890,45.0
1024,warm,False,1560,0.041104,66909,2840,45.0
1024,warm,False,1371,0.035056,59310,2460,45.0
1024,warm,False,1486,0.041478,64297,2890,45.0
1024,warm,False,1596,0.027215,51403,3320,45.0
1024,warm,False,1412,0.04049,73132,2530,45.0
1024,warm,False,1459,0.043541,67288,2740,45.0
1024,warm,False,1452,0.030268,54554,3290,45.0
1024,warm,False,1461,0.025248,46345,2880,45.0
1024,warm,False,1361,0.043752,65339,2670,45.0
1024,warm,False,1498,0.030938,52302,2830,45.0
1024,warm,False,1490,0.044027,67186,3090,45.0
1024,warm,False,1815,0.028908,51185,3740,45.0
1024,warm,False,1454,0.025268,48803,3650,45.0
1024,warm,False,1530,0.02648,47469,2940,45.0
1024,warm,False,1336,0.040545,64583,2440,45.0
1024,warm,False,1468,0.040318,62726,2600,45.0
1024,warm,False,1594,0.033392,54853,3070,45.0
1024,warm,False,1463,0.042229,64455,2600,45.0
1024,warm,False,1374,0.041697,64099,2590,45.0
1024,warm,False,1487,0.033603,65603,2690,45.0
1024,warm,False,1644,0.045154,67786,3080,45.0
1024,warm,False,1436,0.032516,58052,3860,45.0
1024,warm,False,1443,0.039797,62624,2600,45.0
1024,warm,False,1485,0.036646,59389,2740,45.0
1024,warm,False,1540,0.041088,66401,3060,45.0
1024,warm,False,1376,0.02661,48477,2620,45.0
1024,warm,False,1455,0.025517,50835,2710,45.0
1024,warm,False,1560,0.026844,51063,2870,45.0
1024,warm,False,1561,0.03163,56184,2910,45.0
1024,warm,False,1579,0.027947,51679,2910,45.0
1024,warm,False,1416,0.049504,77367,2610,45.0
1024,warm,False,1557,0.040878,63703,3110,45.0
1024,warm,False,1500,0.040536,63672,2990,45.0
1024,warm,False,1495,0.041181,63671,2710,45.0
1024,warm,False,1565,0.033421,53828,2990,45.0
1024,warm,False,1533,0.043746,70443,2940,45.0
1024,warm,False,1690,0.036352,58743,3300,45.0
1024,warm,False,1586,0.028015,47721,3130,45.0
1024,warm,False,1520,0.040844,66520,2840,45.0
1024,warm,False,1448,0.049518,75162,2710,45.0
1024,warm,False,1519,0.048242,72381,2880,45.0
1024,warm,False,1506,0.033112,51998,2900,45.0
1024,warm,False,1418,0.041759,63714,2800,45.0
1024,warm,False,1583,0.036914,64153,3040,45.0
1024,warm,False,1466,0.043396,70047,2800,45.0
512,cold,True,241940,0.03219,468365,243990,45.0
512,cold,True,224139,0.035394,440697,239270,45.0
512,cold,True,225757,0.027084,450355,242810,45.0
512,cold,True,208662,0.022556,438795,210680,45.0
512,cold,True,224952,0.026542,461576,227160,45.0
512,cold,True,230497,0.035524,483192,232600,45.0
512,cold,True,220319,0.034437,455707,222610,45.0
512,cold,True,215353,0.039995,462401,217420,45.0
512,cold,True,226330,0.023852,458758,228600,45.0
512,cold,True,244971,0.043728,501993,247270,45.0
512,cold,True,221402,0.041289,472927,237550,45.0
512,cold,True,223757,0.029612,468663,225970,45.0
512,cold,True,230855,0.027199,467654,246730,45.0
512,cold,True,229769,0.038216,486413,247520,45.0
512,cold,True,239595,0.039217,509089,255070,45.0
512,cold,True,189722,0.03481,433589,205430,45.0
512,cold,True,213525,0.036314,464064,232000,45.0
512,cold,True,242895,0.031979,472599,244890,45.0
512,cold,True,240870,0.026308,459126,242950,45.0
512,cold,True,237812,0.038154,476370,239730,45.0
512,cold,True,212915,0.046703,462027,215010,45.0
512,cold,True,238142,0.026106,494242,240330,45.0
512,cold,True,240473,0.029405,484638,257440,45.0
512,cold,True,235560,0.035577,468709,237780,45.0
512,cold,True,244527,0.033328,501720,259459,45.0
512,cold,True,240075,0.040645,458302,242050,45.0
512,cold,True,223323,0.037911,466221,241950,45.0
512,cold,True,209929,0.039758,471210,225740,45.0
